"month_year","user_id","retweet_user_id","value"
2021-07-31,"199939113","231239794",1
2021-07-31,"199939113","33324953",1
2021-07-31,"199939113","43814969",2
2021-07-31,"199939113","52439980",2
2021-07-31,"199939113","883754195010158593",1
2021-07-31,"174286642","1069556234",1
2021-07-31,"174286642","4529320173",1
2021-07-31,"174286642","714837787590176768",2
2021-07-31,"314982614","794738992315060224",1
2021-07-31,"1048981442","43814969",1
2021-07-31,"1048981442","867022208555732994",1
2021-07-31,"3115013812","3115013812",1
2021-07-31,"705097329687322624","267960594",1
2021-07-31,"253636753","287194322",2
2021-07-31,"466887457","267960594",1
2021-07-31,"937301562","154184640",1
2021-07-31,"937301562","352658764",2
2021-07-31,"1723102656","117922441",1
2021-07-31,"1723102656","150684554",1
2021-07-31,"1723102656","1864835456",1
2021-07-31,"1723102656","37105151",2
2021-07-31,"1723102656","43814969",1
2021-07-31,"2456562907","154184640",4
2021-07-31,"2456562907","43814969",1
2021-07-31,"2387764495","267960594",1
